mode,k,members,rank_corr,top_k_sharpe,top_k_cum,top_k_hit
raw,4,logistic_image_scale + logistic_cumulative_scale + cnn_2d_rendered_images + cnn_2d_residual_images,0.014707341269841273,0.1013477760475222,0.009064302428358983,0.5625
raw,4,logistic_image_scale + logistic_cumulative_scale + cnn_1d_attention_image_scale + cnn_1d_cumulative_scale,0.021862599206349212,0.24750289566011402,0.36888780666377796,0.5833333333333334
raw,4,logistic_image_scale + logistic_cumulative_scale + cnn_1d_attention_image_scale + cnn_1d_dilated_image_scale,0.020250496031746026,0.26102825062996293,0.4026355323727513,0.5694444444444444
raw,4,logistic_image_scale + logistic_cumulative_scale + cnn_1d_attention_image_scale + cnn_1d_multiscale_image_scale,0.016579861111111115,0.24832090765577672,0.3658937524464325,0.5902777777777778
raw,4,logistic_image_scale + logistic_cumulative_scale + cnn_1d_attention_image_scale + cnn_2d_residual_images,0.02242063492063493,0.2043618625997471,0.2524503916219156,0.5763888888888888
raw,4,logistic_image_scale + logistic_cumulative_scale + cnn_1d_cumulative_scale + cnn_1d_dilated_image_scale,0.020089285714285712,0.3427605081531371,0.6612080945060952,0.5763888888888888
raw,4,logistic_image_scale + logistic_cumulative_scale + cnn_1d_cumulative_scale + cnn_1d_multiscale_image_scale,0.01691468253968255,0.2097823383379372,0.2667064726638477,0.5625
raw,4,logistic_image_scale + logistic_cumulative_scale + cnn_1d_cumulative_scale + cnn_2d_residual_images,0.021701388888888902,0.1259290280369053,0.06053280799337801,0.5555555555555556
raw,4,logistic_image_scale + logistic_cumulative_scale + cnn_1d_dilated_image_scale + cnn_1d_multiscale_image_scale,0.02099454365079365,0.23639053605377236,0.32992412539613913,0.5694444444444444
raw,4,logistic_image_scale + logistic_cumulative_scale + cnn_1d_dilated_image_scale + cnn_2d_residual_images,0.02140376984126984,0.2294179146264389,0.31953767947048317,0.5486111111111112
raw,4,logistic_image_scale + logistic_cumulative_scale + cnn_1d_multiscale_image_scale + cnn_2d_residual_images,0.01374007936507937,0.1029678930982407,0.014958244445561819,0.5625
raw,4,logistic_image_scale + cnn_1d_image_scale + cnn_2d_rendered_images + cnn_1d_attention_image_scale,0.03234126984126985,0.286313598576751,0.4436206686610187,0.5555555555555556
raw,4,logistic_image_scale + cnn_1d_image_scale + cnn_2d_rendered_images + cnn_1d_cumulative_scale,0.036842757936507944,0.2977870423951997,0.4707175332953304,0.5555555555555556
